	word	TF(5_7.txt)	TF(15_2.txt)	TF(10547_3.txt)	TF(12230_7.txt)	IDF	TF-IDF(5_7.txt)	TF-IDF(15_2.txt)	TF-IDF(10547_3.txt)	TF-IDF(12230_7.txt)
21	hence	0.061224489795918366	0.002849002849002849	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.018861147770338645	0.003949556584387153	0.0	0.0029370643244065477
22	support	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.0
23	original	0.013605442176870748	0.005698005698005698	0.023255813953488372	0.00423728813559322	1.3862943611198906	0.0	0.003949556584387153	0.010746467915658066	0.01174825729762619
24	karl	0.006802721088435374	0.002849002849002849	0.031007751937984496	0.00423728813559322	1.3862943611198906	0.004715286942584661	0.003949556584387153	0.010746467915658066	0.0029370643244065477
25	though	0.006802721088435374	0.002849002849002849	0.015503875968992248	0.00423728813559322	0.6931471805599453	0.009430573885169323	0.0019747782921935766	0.010746467915658066	0.01762238594643929
26	regular	0.013605442176870748	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.005874128648813095
27	philosophical	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.009430573885169323	0.0	0.010746467915658066	0.005874128648813095
28	meets	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.0	0.003949556584387153	0.002230093584897526	0.005874128648813095
29	as	0.006802721088435374	0.019943019943019943	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.004715286942584661	0.003949556584387153	0.01115046792448763	0.0029370643244065477
30	beginning	0.006802721088435374	0.002849002849002849	0.015503875968992248	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.01184866975316146	0.010746467915658066	0.0
31	jerky	0.006802721088435374	0.017094017094017096	0.015503875968992248	0.012711864406779662	1.3862943611198906	0.004715286942584661	0.003949556584387153	0.010746467915658066	0.0029370643244065477
32	minutes	0.027210884353741496	0.005698005698005698	0.031007751937984496	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.007899113168774306	0.005373233957829033	0.005874128648813095
33	perspective	0.013605442176870748	0.019943019943019943	0.023255813953488372	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.007899113168774306	0.010746467915658066	0.005874128648813095
34	see	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.025423728813559324	0.6931471805599453	0.009430573885169323	0.0019747782921935766	0.010746467915658066	0.01174825729762619
35	dont	0.02040816326530612	0.002849002849002849	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.0019570209010325228	0.0019747782921935766	0.002230093584897526	0.005874128648813095
36	youve	0.006802721088435374	0.008547008547008548	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.007899113168774306	0.010746467915658066	0.005874128648813095
37	its	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.012711864406779662	0.28768207245178085	0.018861147770338645	0.0019747782921935766	0.0	0.005874128648813095
38	either	0.02040816326530612	0.03418803418803419	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.004715286942584661	0.007899113168774306	0.010746467915658066	0.005874128648813095
39	girl	0.02040816326530612	0.005698005698005698	0.015503875968992248	0.00423728813559322	1.3862943611198906	0.004715286942584661	0.0019747782921935766	0.010746467915658066	0.01762238594643929
40	costner	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.0	0.029370643244065478
41	from	0.006802721088435374	0.008547008547008548	0.007751937984496124	0.00423728813559322	0.0	0.009430573885169323	0.003949556584387153	0.0	0.005874128648813095
42	toxie	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.0	0.004460187169795052	0.005874128648813095
43	little	0.013605442176870748	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.0073139509945368015
44	more	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.012711864406779662	0.6931471805599453	0.0	0.0019747782921935766	0.010746467915658066	0.01762238594643929
45	dumb	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.01174825729762619
46	deities	0.013605442176870748	0.002849002849002849	0.007751937984496124	0.0211864406779661	1.3862943611198906	0.0	0.003949556584387153	0.010746467915658066	0.01174825729762619
47	pretty	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.0	0.003949556584387153	0.010746467915658066	0.01174825729762619
48	great	0.006802721088435374	0.008547008547008548	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.004715286942584661	0.003949556584387153	0.004460187169795052	0.005874128648813095
49	quality	0.006802721088435374	0.008547008547008548	0.007751937984496124	0.046610169491525424	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.0012189918324228002
50	derivative	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.007899113168774306	0.010746467915658066	0.005874128648813095
51	das	0.006802721088435374	0.002849002849002849	0.015503875968992248	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.007899113168774306	0.010746467915658066	0.0
52	dashed	0.006802721088435374	0.011396011396011397	0.015503875968992248	0.00847457627118644	1.3862943611198906	0.004715286942584661	0.003949556584387153	0.010746467915658066	0.005874128648813095
53	very	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	0.28768207245178085	0.004715286942584661	0.003949556584387153	0.010746467915658066	0.005874128648813095
54	pretentious	0.013605442176870748	0.002849002849002849	0.015503875968992248	0.00847457627118644	1.3862943611198906	0.018861147770338645	0.002458821132066503	0.010746467915658066	0.0029370643244065477
55	fire	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.014145860827753985	0.0019747782921935766	0.0	0.0
56	before	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.0039140418020650455	0.003949556584387153	0.010746467915658066	0.005874128648813095
57	executive	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.0161197018734871	0.005874128648813095
58	after	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.0	0.003949556584387153	0.0	0.0
59	awesome	0.006802721088435374	0.008547008547008548	0.007751937984496124	0.01694915254237288	1.3862943611198906	0.02357643471292331	0.003949556584387153	0.0322394037469742	0.006094959162114001
60	actors	0.02040816326530612	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.0	0.003949556584387153	0.010746467915658066	0.0029370643244065477
61	couldve	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.004715286942584661	0.003949556584387153	0.010746467915658066	0.01174825729762619
62	problem	0.006802721088435374	0.002849002849002849	0.015503875968992248	0.00423728813559322	1.3862943611198906	0.004715286942584661	0.003949556584387153	0.0	0.005874128648813095
63	like	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.004715286942584661	0.003949556584387153	0.010746467915658066	0.005874128648813095
64	liked	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.005874128648813095
65	domestic	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.014145860827753985	0.005737249308155173	0.010746467915658066	0.005874128648813095
66	overall	0.013605442176870748	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.005373233957829033	0.01174825729762619
67	topical	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.004715286942584661	0.003949556584387153	0.005373233957829033	0.005874128648813095
68	any	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.009430573885169323	0.0019747782921935766	0.005373233957829033	0.005874128648813095
69	expectations	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.0029370643244065477
70	and	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	0.0	0.0	0.003949556584387153	0.010746467915658066	0.005874128648813095
71	chosen	0.006802721088435374	0.005698005698005698	0.015503875968992248	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.02149293583131613	0.0012189918324228002
72	movies	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.005373233957829033	0.005874128648813095
73	audiences	0.006802721088435374	0.008547008547008548	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.0019747782921935766	0.010746467915658066	0.0029370643244065477
74	better	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.01184866975316146	0.0	0.005874128648813095
75	there	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.009430573885169323	0.003278428176088671	0.010746467915658066	0.0012189918324228002
76	conversing	0.013605442176870748	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.005874128648813095
77	have	0.013605442176870748	0.011396011396011397	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.005874128648813095
78	character	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.004715286942584661	0.0	0.02149293583131613	0.005874128648813095
79	thing	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	0.6931471805599453	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.005874128648813095
80	who	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.0	0.003949556584387153	0.0	0.005874128648813095
81	fare	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.007899113168774306	0.005373233957829033	0.005874128648813095
82	kates	0.006802721088435374	0.005698005698005698	0.007751937984496124	0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.005373233957829033	0.005874128648813095
83	drives	0.006802721088435374	0.002849002849002849	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.009430573885169323	0.003949556584387153	0.010746467915658066	0.0
84	ill	0.006802721088435374	0.008547008547008548	0.007751937984496124	0.00847457627118644	1.3862943611198906	0.004715286942584661	0.0	0.0	0.01762238594643929
85	far	0.006802721088435374	0.002849002849002849		0.00847457627118644	1.3862943611198906	0.009430573885169323	0.003949556584387153		0.0029370643244065477
86	ban	0.006802721088435374	0.002849002849002849		0.00423728813559322	1.3862943611198906	0.009430573885169323	0.0		0.005874128648813095
87	again	0.006802721088435374	0.002849002849002849		0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153		0.005874128648813095
88	up	0.006802721088435374	0.002849002849002849		0.00423728813559322	0.6931471805599453	0.009430573885169323	0.003949556584387153		0.0
89	can	0.006802721088435374	0.002849002849002849		0.012711864406779662	1.3862943611198906	0.014145860827753985	0.004098035220110838		0.0029370643244065477
90	audience	0.006802721088435374	0.002849002849002849		0.00423728813559322	1.3862943611198906	0.009430573885169323	0.003949556584387153		0.005874128648813095
91	when	0.006802721088435374	0.002849002849002849		0.00423728813559322	0.6931471805599453	0.009430573885169323	0.003949556584387153		0.005874128648813095
92	would	0.006802721088435374	0.002849002849002849		0.00423728813559322	1.3862943611198906	0.0	0.0019747782921935766		0.005874128648813095
93	true	0.006802721088435374	0.002849002849002849		0.00423728813559322	1.3862943611198906	0.009430573885169323	0.007899113168774306		0.005874128648813095
94	this	0.006802721088435374	0.002849002849002849		0.00423728813559322	0.0	0.0	0.003949556584387153		0.005874128648813095
95	statement	0.006802721088435374	0.002849002849002849		0.00423728813559322	1.3862943611198906	0.004715286942584661	0.003949556584387153		0.005874128648813095
96	watch	0.006802721088435374	0.002849002849002849		0.012711864406779662	1.3862943611198906	0.009430573885169323	0.003949556584387153		0.005874128648813095
97	story		0.002849002849002849		0.00423728813559322	0.6931471805599453		0.003949556584387153		0.0
98	hll		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.0019747782921935766		0.0029370643244065477
99	place		0.002849002849002849		0.00847457627118644	1.3862943611198906		0.003949556584387153		0.005874128648813095
100	butterfly		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
101	on		0.005698005698005698		0.00423728813559322	0.6931471805599453		0.01184866975316146		0.005874128648813095
102	level		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
103	sea		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
104	ashton		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.007899113168774306		0.005874128648813095
105	feels		0.008547008547008548		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.0029370643244065477
106	right		0.011396011396011397		0.00423728813559322	1.3862943611198906		0.0019747782921935766		0.005874128648813095
107	new		0.005698005698005698		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
108	time		0.002849002849002849		0.00847457627118644	1.3862943611198906		0.003949556584387153		0.005874128648813095
109	no		0.005698005698005698		0.00423728813559322	1.3862943611198906		0.007899113168774306		0.005874128648813095
110	managed		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.01174825729762619
111	huge		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
112	hes		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.007899113168774306		0.005874128648813095
113	warned		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.0008196070440221677		0.005874128648813095
114	now		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
115	case		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.00592433487658073		0.005874128648813095
116	out		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
117	male		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
118	unless		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.0
119	handled		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.0029370643244065477
120	him		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
121	ad		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
122	intimidating		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.00592433487658073		0.005874128648813095
123	toxies		0.008547008547008548		0.00847457627118644	1.3862943611198906		0.003949556584387153		0.005874128648813095
124	been		0.002849002849002849		0.00423728813559322	0.28768207245178085		0.003949556584387153		0.0029370643244065477
125	her		0.002849002849002849		0.00423728813559322	0.6931471805599453		0.01184866975316146		0.005874128648813095
126	upset		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.0016392140880443354		0.005874128648813095
127	distress		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.007899113168774306		0.005874128648813095
128	she		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
129	international		0.008547008547008548		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
130	aftermath		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
131	life		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
132	radha		0.005698005698005698		0.00423728813559322	1.3862943611198906		0.01184866975316146		0.005874128648813095
133	fan		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
134	controversy		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.0		0.0
135	what		0.005698005698005698		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
136	garbage		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.005874128648813095
137	outright		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.0029370643244065477
138	seattle		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.003949556584387153		0.0029370643244065477
139	must		0.005698005698005698		0.00423728813559322	1.3862943611198906		0.00592433487658073		0.005874128648813095
140	is		0.002849002849002849		0.00423728813559322	0.28768207245178085		0.003949556584387153		0.0
141	do		0.002849002849002849		0.00423728813559322	1.3862943611198906		0.0		0.005874128648813095
142	away		0.002849002849002849			1.3862943611198906		0.007899113168774306		
143	take		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
144	always		0.002849002849002849			0.6931471805599453		0.0019747782921935766		
145	emotional		0.002849002849002849			1.3862943611198906		0.003949556584387153		
146	or		0.002849002849002849			1.3862943611198906		0.003949556584387153		
147	played		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
148	wedding		0.002849002849002849			1.3862943611198906		0.00592433487658073		
149	leads		0.002849002849002849			1.3862943611198906		0.003949556584387153		
150	analyse		0.002849002849002849			1.3862943611198906		0.003949556584387153		
151	hindu		0.002849002849002849			1.3862943611198906		0.003949556584387153		
152	stars		0.002849002849002849			1.3862943611198906		0.003949556584387153		
153	just		0.002849002849002849			0.6931471805599453		0.003949556584387153		
154	has		0.002849002849002849			0.6931471805599453		0.003949556584387153		
155	achieve		0.002849002849002849			1.3862943611198906		0.003949556584387153		
156	why		0.002849002849002849			1.3862943611198906		0.003949556584387153		
157	line		0.002849002849002849			1.3862943611198906		0.003949556584387153		
158	days		0.005698005698005698			1.3862943611198906		0.0		
159	starts		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
160	emotion		0.002849002849002849			1.3862943611198906		0.003949556584387153		
161	are		0.002849002849002849			0.28768207245178085		0.003949556584387153		
162	client		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
163	claims		0.002849002849002849			1.3862943611198906		0.003949556584387153		
164	although		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
165	lost		0.002849002849002849			1.3862943611198906		0.003949556584387153		
166	sudden		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
167	job		0.002849002849002849			1.3862943611198906		0.003949556584387153		
168	good		0.002849002849002849			0.0		0.003949556584387153		
169	making		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
170	simplifying		0.002849002849002849			1.3862943611198906		0.003949556584387153		
171	money		0.002849002849002849			1.3862943611198906		0.003949556584387153		
172	unreal		0.002849002849002849			1.3862943611198906		0.003949556584387153		
173	poorly		0.002849002849002849			1.3862943611198906		0.007899113168774306		
174	sweet		0.002849002849002849			1.3862943611198906		0.0		
175	role		0.002849002849002849			1.3862943611198906		0.003949556584387153		
176	your		0.002849002849002849			1.3862943611198906		0.003949556584387153		
177	about		0.002849002849002849			0.6931471805599453		0.003949556584387153		
178	seen		0.005698005698005698			1.3862943611198906		0.003949556584387153		
179	to		0.002849002849002849			0.0		0.0019747782921935766		
180	shockthroughnameselection		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
181	combines		0.002849002849002849			1.3862943611198906		0.003949556584387153		
182	totally		0.002849002849002849			1.3862943611198906		0.003949556584387153		
183	film		0.002849002849002849			0.0		0.0019747782921935766		
184	could		0.002849002849002849			1.3862943611198906		0.007899113168774306		
185	still		0.002849002849002849			1.3862943611198906		0.003949556584387153		
186	it		0.002849002849002849			0.28768207245178085		0.003949556584387153		
187	chick		0.002849002849002849			1.3862943611198906		0.003949556584387153		
188	protagonists		0.002849002849002849			1.3862943611198906		0.003949556584387153		
189	we		0.002849002849002849			1.3862943611198906		0.003949556584387153		
190	poop		0.005698005698005698			1.3862943611198906		0.003949556584387153		
191	few		0.002849002849002849			0.6931471805599453		0.003949556584387153		
192	names		0.002849002849002849			1.3862943611198906		0.003949556584387153		
193	shock		0.002849002849002849			1.3862943611198906		0.003949556584387153		
194	la		0.002849002849002849			1.3862943611198906		0.0		
195	underestimated		0.002849002849002849			1.3862943611198906		0.003949556584387153		
196	wasted		0.002849002849002849			1.3862943611198906		0.007899113168774306		
197	nothing		0.002849002849002849			1.3862943611198906		0.003949556584387153		
198	rubbish		0.002849002849002849			1.3862943611198906		0.003949556584387153		
199	because		0.002849002849002849			0.6931471805599453		0.0019747782921935766		
200	me		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
201	course		0.002849002849002849			1.3862943611198906		0.0		
202	director		0.002849002849002849			1.3862943611198906		0.003949556584387153		
203	ive		0.002849002849002849			1.3862943611198906		0.0019747782921935766		
204	too					1.3862943611198906				
205	an					1.3862943611198906				
206	flights					1.3862943611198906				
207	system					1.3862943611198906				
208	looks					1.3862943611198906				
209	challen					1.3862943611198906				
210	disney					1.3862943611198906				
211	presentation					1.3862943611198906				
212	highpowered					1.3862943611198906				
213	moments					1.3862943611198906				
214	homeless					1.3862943611198906				
215	lives					1.3862943611198906				
216	make					0.6931471805599453				
217	missing					1.3862943611198906				
218	sita					1.3862943611198906				
219	titillation					1.3862943611198906				
220	however					1.3862943611198906				
221	actress					1.3862943611198906				
222	dialogue					1.3862943611198906				
223	friend					1.3862943611198906				
224	company					1.3862943611198906				
225	drunk					1.3862943611198906				
226	poor					1.3862943611198906				
227	by					0.28768207245178085				
228	others					1.3862943611198906				
229	absolutely					1.3862943611198906				
230	scenes					0.6931471805599453				
231	wooden					1.3862943611198906				
232	being					1.3862943611198906				
233	women					1.3862943611198906				
234	they					0.6931471805599453				
235	probably					1.3862943611198906				
236	name					1.3862943611198906				
237	drama					1.3862943611198906				
238	entertainment					1.3862943611198906				
239	nights					1.3862943611198906				
240	felt					0.6931471805599453				
241	help					1.3862943611198906				
242	effect					1.3862943611198906				
243	start					1.3862943611198906				
244	not					0.6931471805599453				
245	were					0.28768207245178085				
246	rather					1.3862943611198906				
247	since					1.3862943611198906				
248	talent					1.3862943611198906				
249	head					1.3862943611198906				
250	series					1.3862943611198906				
251	horrible					1.3862943611198906				
252	box					1.3862943611198906				
253	flow					1.3862943611198906				
254	makes					1.3862943611198906				
255	chemistry					1.3862943611198906				
256	goal					1.3862943611198906				
257	2					1.3862943611198906				
258	bond					1.3862943611198906				
259	emerges					1.3862943611198906				
260	seven					1.3862943611198906				
261	major					1.3862943611198906				
262	none					1.3862943611198906				
263	meant					1.3862943611198906				
264	absurd					1.3862943611198906				
265	the					0.0				
266	worst					1.3862943611198906				
267	obstruct					1.3862943611198906				
268	other					1.3862943611198906				
269	voyeuristic					1.3862943611198906				
270	onset					1.3862943611198906				
271	earth					1.3862943611198906				
272	with					0.6931471805599453				
273	i					0.6931471805599453				
274	likable					1.3862943611198906				
275	clients					1.3862943611198906				
276	im					1.3862943611198906				
277	in					0.0				
278	indian					1.3862943611198906				
279	effective					0.6931471805599453				
280	brought					0.6931471805599453				
281	only					0.6931471805599453				
282	watching					1.3862943611198906				
283	if					0.6931471805599453				
284	sure					1.3862943611198906				
285	was					0.6931471805599453				
286	between					1.3862943611198906				
287	so					1.3862943611198906				
288	stay					1.3862943611198906				
289	different					1.3862943611198906				
290	rejected					1.3862943611198906				
291	believable					1.3862943611198906				
292	well					1.3862943611198906				
293	rate					1.3862943611198906				
294	able					1.3862943611198906				
295	wish					1.3862943611198906				
296	product					1.3862943611198906				
297	getting					1.3862943611198906				
298	into					0.6931471805599453				
299	azmi					1.3862943611198906				
300	much					1.3862943611198906				
301	delicate					1.3862943611198906				
302	katrina					1.3862943611198906				
303	expected					1.3862943611198906				
304	fortune					1.3862943611198906				
305	anything					1.3862943611198906				
306	learn					1.3862943611198906				
307	surrealism					1.3862943611198906				
308	movie					0.0				
309	at					0.6931471805599453				
310	key					1.3862943611198906				
